provincia,macro_sector,anio,vab,participacion_pct
Córdoba,Minería y energía,2021,1110.4343854383026,2.21540619074528
Córdoba,Hotelería y gastronomía,2021,634.8842000972661,1.2666452027660098
Córdoba,Comercio,2022,10582.77708424708,20.468545831040345
Córdoba,"Agro, pesca y silvicultura",2022,9910.039032727514,19.167377949472638
Córdoba,Industria manufacturera,2022,9330.0120730471,18.045526065704816
Córdoba,"Administración pública, salud y educación",2022,6510.165143438981,12.591554423316339
Córdoba,Servicios financieros e inmobiliarios,2022,4101.151765266374,7.932191351962043
Córdoba,Transporte y comunicaciones,2022,3617.1842583422476,6.996131656349964
Córdoba,Resto / no clasificado,2022,2454.3346548964287,4.747020651435394
Córdoba,Construcción,2022,1838.6329386892196,3.556168883878384
Córdoba,Otros servicios,2022,1362.5756303886442,2.635408599920717
Córdoba,Minería y energía,2022,1160.2987889564736,2.24417737899899
Córdoba,Hotelería y gastronomía,2022,835.4613993411056,1.6158972079203686
Córdoba,Comercio,2023,10445.820700141156,21.716027092503023
Córdoba,Industria manufacturera,2023,9197.111255663389,19.12005987217948
Córdoba,"Administración pública, salud y educación",2023,6840.372251770697,14.220587678692501
Córdoba,"Agro, pesca y silvicultura",2023,6128.553688409327,12.740773727195782
Córdoba,Servicios financieros e inmobiliarios,2023,4112.425286902707,8.549403776868093
Córdoba,Transporte y comunicaciones,2023,3615.2310128723175,7.515776584230619
Córdoba,Resto / no clasificado,2023,2528.583089616568,5.256722325227771
Córdoba,Construcción,2023,1771.4975286120662,3.6828019003927506
Córdoba,Otros servicios,2023,1415.230650131038,2.9421515094520996
Córdoba,Minería y energía,2023,1134.394317066345,2.358315198983008
Córdoba,Hotelería y gastronomía,2023,912.6759092436168,1.8973803342748732
Córdoba,"Agro, pesca y silvicultura",2024,10093.447722692152,20.075758049009572
Córdoba,Comercio,2024,9841.84098823134,19.57531498304109
Córdoba,Industria manufacturera,2024,8291.172338920354,16.491051857789717
Córdoba,"Administración pública, salud y educación",2024,6778.659719249879,13.482680661661
Córdoba,Servicios financieros e inmobiliarios,2024,4131.704263060551,8.217914967626259
Córdoba,Transporte y comunicaciones,2024,3581.9753776463804,7.124510176782106
Córdoba,Resto / no clasificado,2024,2526.068607019916,5.024323062150287
Córdoba,Construcción,2024,1556.0984541728835,3.0950629482311562
Córdoba,Otros servicios,2024,1401.2192609763922,2.787009912750704
Córdoba,Minería y energía,2024,1118.5627175543937,2.224809113518162
Córdoba,Hotelería y gastronomía,2024,956.0455688840791,1.9015642674399451
Entre Ríos,"Agro, pesca y silvicultura",2004,2373.2032863435848,22.74509173433753
Entre Ríos,Comercio,2004,1926.119273265579,18.460179881681867
Entre Ríos,"Administración pública, salud y educación",2004,1625.559048028112,15.57957124016425
Entre Ríos,Industria manufacturera,2004,1453.0962191547023,13.926664855758904
Entre Ríos,Servicios financieros e inmobiliarios,2004,974.09552306667,9.335859324674495
Entre Ríos,Transporte y comunicaciones,2004,597.7475883847309,5.7288913301384055
Entre Ríos,Resto / no clasificado,2004,474.2300040475525,4.545082592505402
Entre Ríos,Otros servicios,2004,409.7700537155797,3.9272899693751397
Entre Ríos,Construcción,2004,333.4915818542538,3.1962270849502614
Entre Ríos,Minería y energía,2004,155.21055398142707,1.4875583178059884
Entre Ríos,Hotelería y gastronomía,2004,111.39076071352068,1.0675836686077569
Entre Ríos,"Agro, pesca y silvicultura",2005,2847.30934329297,24.32712008508946
Entre Ríos,Comercio,2005,2190.848706525296,18.718387483063122
Entre Ríos,"Administración pública, salud y educación",2005,1677.203115661307,14.329852040098682
Entre Ríos,Industria manufacturera,2005,1612.2985352622227,13.775313937254264
Entre Ríos,Servicios financieros e inmobiliarios,2005,1010.3785515031692,8.632571101455927
Entre Ríos,Transporte y comunicaciones,2005,684.2687021384181,5.84632187106788
Entre Ríos,Resto / no clasificado,2005,532.3375144139488,4.54823732779557
Entre Ríos,Otros servicios,2005,445.12837472345564,3.8031313494917307
Entre Ríos,Construcción,2005,391.8924517344229,3.3482890632310487
Entre Ríos,Minería y energía,2005,172.12021271425317,1.4705775098283531
Entre Ríos,Hotelería y gastronomía,2005,140.47431947364518,1.200198231623955
Entre Ríos,"Agro, pesca y silvicultura",2006,2767.3400078892105,22.213104170273652
Entre Ríos,Comercio,2006,2503.233488571484,20.093153022627067
Entre Ríos,Industria manufacturera,2006,1822.2196281716665,14.62673697713369
Entre Ríos,"Administración pública, salud y educación",2006,1746.922368332503,14.022334962283601
Entre Ríos,Servicios financieros e inmobiliarios,2006,1068.9584898832761,8.58040075371405
Entre Ríos,Transporte y comunicaciones,2006,762.5473686889125,6.1208756738116765
Entre Ríos,Resto / no clasificado,2006,535.4124331018916,4.297690965564985
Entre Ríos,Otros servicios,2006,499.5303612304412,4.009669906333551
Entre Ríos,Construcción,2006,388.9877565744416,3.1223577634537802
Entre Ríos,Minería y energía,2006,182.42575060203447,1.4643094776612589
Entre Ríos,Hotelería y gastronomía,2006,180.56411172630584,1.4493663271426738
Entre Ríos,"Agro, pesca y silvicultura",2007,3177.5369505610793,23.07929762904768
Entre Ríos,Comercio,2007,2852.636509535563,20.719459145686315
Entre Ríos,Industria manufacturera,2007,2026.14005820608,14.716395173065427
Entre Ríos,"Administración pública, salud y educación",2007,1863.0154475774477,13.531577656260172
Entre Ríos,Servicios financieros e inmobiliarios,2007,1111.4473322055026,8.072738154768704
Entre Ríos,Transporte y comunicaciones,2007,852.0581787966883,6.188725610961259
Entre Ríos,Otros servicios,2007,549.1416614776133,3.988562223804725
Entre Ríos,Resto / no clasificado,2007,528.3508277265074,3.8375528578827662
Entre Ríos,Construcción,2007,423.4037928752791,3.0752945772387443
Entre Ríos,Hotelería y gastronomía,2007,193.17194054285443,1.4030592810516371
Entre Ríos,Minería y energía,2007,191.00740605172183,1.3873376902325698
Entre Ríos,Comercio,2008,2998.35290040074,21.256095661819927
Entre Ríos,"Agro, pesca y silvicultura",2008,2977.099513571401,21.105424930725626
Entre Ríos,Industria manufacturera,2008,2109.4850610118883,14.954682701978076
Entre Ríos,"Administración pública, salud y educación",2008,1952.8370422087594,13.844164566348063
Entre Ríos,Servicios financieros e inmobiliarios,2008,1147.550681076884,8.135282224616295
Entre Ríos,Transporte y comunicaciones,2008,914.386858620951,6.4823238572618385
Entre Ríos,Resto / no clasificado,2008,591.1717439509874,4.190968694948355
Entre Ríos,Otros servicios,2008,569.8237710103566,4.039627418559126
Entre Ríos,Construcción,2008,442.7415617017602,3.1387089183992845
Entre Ríos,Minería y energía,2008,205.81519689765574,1.4590769196408346
Entre Ríos,Hotelería y gastronomía,2008,196.58534252672544,1.3936441057025755
Entre Ríos,Comercio,2009,2890.859122065531,22.209229920216103
Entre Ríos,"Agro, pesca y silvicultura",2009,2120.5692889443712,16.291423729518954
Entre Ríos,Industria manufacturera,2009,2083.173045753917,16.00412444300938
Entre Ríos,"Administración pública, salud y educación",2009,1896.6190443711007,14.570910116644376
Entre Ríos,Servicios financieros e inmobiliarios,2009,1158.3944545794163,8.89944742851236
Entre Ríos,Transporte y comunicaciones,2009,922.7030421012221,7.088731461762442
Entre Ríos,Otros servicios,2009,573.7952813069446,4.408222881707113
Entre Ríos,Resto / no clasificado,2009,538.7373674580584,4.138887975951927
Entre Ríos,Construcción,2009,424.5762695121036,3.2618372567129876
Entre Ríos,Minería y energía,2009,209.89162288438695,1.6125072561944693
Entre Ríos,Hotelería y gastronomía,2009,197.15763984851984,1.5146775297698782
Entre Ríos,"Agro, pesca y silvicultura",2010,3342.4372585528376,22.351446999864603
Entre Ríos,Comercio,2010,3173.440346937316,21.221335880067368
Entre Ríos,Industria manufacturera,2010,2198.2836321172326,14.700296907057545
Entre Ríos,"Administración pública, salud y educación",2010,1999.20466715297,13.369021975029893
Entre Ríos,Servicios financieros e inmobiliarios,2010,1192.2655914368538,7.972882993860928
Entre Ríos,Transporte y comunicaciones,2010,990.6566053154706,6.624689379618013
Entre Ríos,Otros servicios,2010,608.6541337125076,4.070173815862087
Entre Ríos,Resto / no clasificado,2010,569.3433840000096,3.8072961398562044
Entre Ríos,Construcción,2010,454.2710890883637,3.0377881126557043
Entre Ríos,Minería y energía,2010,220.29258486210742,1.4731340199158842
Entre Ríos,Hotelería y gastronomía,2010,205.15909193284304,1.371933776211764
Entre Ríos,Comercio,2011,3524.2301662040027,22.514271368544705
Entre Ríos,"Agro, pesca y silvicultura",2011,3096.6296010099836,19.78257828718994
Entre Ríos,Industria manufacturera,2011,2383.3035678963224,15.22555019130171
Entre Ríos,"Administración pública, salud y educación",2011,2114.1424740627976,13.506035397252498
Entre Ríos,Servicios financieros e inmobiliarios,2011,1249.2279649472923,7.980596067110031
Entre Ríos,Transporte y comunicaciones,2011,1070.8696149179048,6.841167566691516
Entre Ríos,Otros servicios,2011,640.084862352257,4.089132551015712
Entre Ríos,Resto / no clasificado,2011,607.2802695368913,3.879562951429859
Entre Ríos,Construcción,2011,528.5387985450908,3.376529164684511
Entre Ríos,Minería y energía,2011,228.4137678390905,1.4592036589313309
Entre Ríos,Hotelería y gastronomía,2011,210.59546250929301,1.3453727958481887
Entre Ríos,Comercio,2012,3555.6661694632967,22.8003635586374
Entre Ríos,"Agro, pesca y silvicultura",2012,2876.068683621908,18.442510764751955
Entre Ríos,Industria manufacturera,2012,2398.838038591444,15.382315659411109
Entre Ríos,"Administración pública, salud y educación",2012,2146.9393519461005,13.767039825930926
Entre Ríos,Servicios financieros e inmobiliarios,2012,1317.0970772272547,8.445756933174914
Entre Ríos,Transporte y comunicaciones,2012,1074.5178820963183,6.890241432803337
Entre Ríos,Otros servicios,2012,639.0725062218035,4.097990302724647
Entre Ríos,Resto / no clasificado,2012,569.4653085300871,3.6516409161317447
Entre Ríos,Construcción,2012,560.9480512650363,3.5970248321378646
Entre Ríos,Minería y energía,2012,241.0355653183581,1.5456171243010126
Entre Ríos,Hotelería y gastronomía,2012,215.12975738273525,1.3794986499950879
Entre Ríos,Comercio,2013,3643.61731760535,22.61306263444854
Entre Ríos,"Agro, pesca y silvicultura",2013,3152.879081965726,19.56743695745489
Entre Ríos,Industria manufacturera,2013,2437.473595534935,15.12747862387233
Entre Ríos,"Administración pública, salud y educación",2013,2230.401691939405,13.842346427575256
Entre Ríos,Servicios financieros e inmobiliarios,2013,1353.0475627927808,8.397300434648743
Entre Ríos,Transporte y comunicaciones,2013,1105.182678665126,6.8589983405795785
Entre Ríos,Otros servicios,2013,622.6851893442251,3.8645164847988416
Entre Ríos,Resto / no clasificado,2013,565.7161832072952,3.5109547378579373
Entre Ríos,Construcción,2013,559.1768033039718,3.4703699578290914
Entre Ríos,Minería y energía,2013,236.3907516689799,1.4670911920048133
Entre Ríos,Hotelería y gastronomía,2013,206.3165334702373,1.2804442089299846
Entre Ríos,Comercio,2014,3448.243028274538,21.70735201807181
Entre Ríos,"Agro, pesca y silvicultura",2014,3139.0328707447825,19.76081469978409
Entre Ríos,Industria manufacturera,2014,2371.82089746362,14.931068002716962
Entre Ríos,"Administración pública, salud y educación",2014,2325.970121055229,14.642428560648145
Entre Ríos,Servicios financieros e inmobiliarios,2014,1358.760300287273,8.553657008704457
Entre Ríos,Transporte y comunicaciones,2014,1084.3598900122392,6.826253733789681
Entre Ríos,Otros servicios,2014,616.412702428813,3.8804363295497577
Entre Ríos,Resto / no clasificado,2014,564.0888056790768,3.5510473519195718
Entre Ríos,Construcción,2014,516.6696549423378,3.252534692283898
Entre Ríos,Minería y energía,2014,252.76740825249829,1.5912193730667055
Entre Ríos,Hotelería y gastronomía,2014,207.0132609007668,1.3031882294649306
Entre Ríos,Comercio,2015,3642.515615938885,22.145665307022707
Entre Ríos,"Agro, pesca y silvicultura",2015,3317.5258878607474,20.169801781621278
Entre Ríos,Industria manufacturera,2015,2456.1919436068465,14.933087582358205
Entre Ríos,"Administración pública, salud y educación",2015,2364.2113474040098,14.373866507413442
Entre Ríos,Servicios financieros e inmobiliarios,2015,1387.976881808094,8.438583308718144
Entre Ríos,Transporte y comunicaciones,2015,1087.953784566848,6.614511212278176
Entre Ríos,Otros servicios,2015,615.9552519348002,3.7448676386621162
Entre Ríos,Resto / no clasificado,2015,576.2479043343451,3.5034560091988247
Entre Ríos,Construcción,2015,522.8446574235488,3.178776431376356
Entre Ríos,Minería y energía,2015,266.82665059628243,1.6222452618301428
Entre Ríos,Hotelería y gastronomía,2015,209.73465949893935,1.2751389595206095
Entre Ríos,Comercio,2016,3504.387106894893,22.345799500731438
Entre Ríos,"Agro, pesca y silvicultura",2016,2814.053975495454,17.943875491647752
Entre Ríos,"Administración pública, salud y educación",2016,2466.127344764795,15.72531387327643
Entre Ríos,Industria manufacturera,2016,2348.8521794370445,14.977506267868629
Entre Ríos,Servicios financieros e inmobiliarios,2016,1375.0551688741289,8.768068757487093
Entre Ríos,Transporte y comunicaciones,2016,1125.1252146397994,7.174385047271681
Entre Ríos,Otros servicios,2016,606.1007099502526,3.8648141682612196
Entre Ríos,Resto / no clasificado,2016,523.8381736795324,3.340265342502086
Entre Ríos,Construcción,2016,439.0779292031511,2.799789826833262
Entre Ríos,Minería y energía,2016,272.7063864844328,1.7389181186520348
Entre Ríos,Hotelería y gastronomía,2016,207.20758474814306,1.321263605468372
Entre Ríos,Comercio,2017,3643.916650430695,22.127950720492326
Entre Ríos,"Agro, pesca y silvicultura",2017,3291.113970694104,19.985530610431304
Entre Ríos,"Administración pública, salud y educación",2017,2468.8413586923402,14.992219955250718
Entre Ríos,Industria manufacturera,2017,2396.8154919842136,14.554837604880603
Entre Ríos,Servicios financieros e inmobiliarios,2017,1402.4371612318232,8.516402368494616
Entre Ríos,Transporte y comunicaciones,2017,1172.7897412274665,7.121851592382877
Entre Ríos,Otros servicios,2017,611.8267882686756,3.7153629786472084
Entre Ríos,Resto / no clasificado,2017,525.9712307635987,3.193998818100839
Entre Ríos,Construcción,2017,475.8296469023152,2.889510378004721
Entre Ríos,Minería y energía,2017,262.6412354175452,1.59490813649696
Entre Ríos,Hotelería y gastronomía,2017,215.30029961104256,1.3074268368178183
Entre Ríos,Comercio,2018,3605.5622864025017,22.7899187098197
Entre Ríos,"Agro, pesca y silvicultura",2018,2658.4932074553544,16.803715835669752
Entre Ríos,"Administración pública, salud y educación",2018,2576.872612882227,16.28781108417406
Entre Ríos,Industria manufacturera,2018,2368.145787943928,14.968497480622693
Entre Ríos,Servicios financieros e inmobiliarios,2018,1427.9691307872715,9.02585999789906
Entre Ríos,Transporte y comunicaciones,2018,1129.2266936157232,7.137578693207997
Entre Ríos,Otros servicios,2018,621.8391566772071,3.930500350722371
Entre Ríos,Resto / no clasificado,2018,515.0919192753965,3.2557759472473147
Entre Ríos,Construcción,2018,438.824834359618,2.7737094823243797
Entre Ríos,Minería y energía,2018,265.85099434570765,1.6803821620035266
Entre Ríos,Hotelería y gastronomía,2018,212.9884364228328,1.3462502563091465
Entre Ríos,Comercio,2019,3439.773271196856,21.409070081027657
Entre Ríos,"Agro, pesca y silvicultura",2019,3261.575221411795,20.29996949928397
Entre Ríos,"Administración pública, salud y educación",2019,2634.4936552519002,16.397028189502084
Entre Ríos,Industria manufacturera,2019,2312.238277930508,14.391318099586435
Entre Ríos,Servicios financieros e inmobiliarios,2019,1386.038717095831,8.626673239715426
Entre Ríos,Transporte y comunicaciones,2019,1115.398483091796,6.942214619998885
Entre Ríos,Otros servicios,2019,614.4085374564809,3.8240646693003257
Entre Ríos,Resto / no clasificado,2019,460.3368898775431,2.8651262624764477
Entre Ríos,Construcción,2019,387.4975813089192,2.411776073713375
Entre Ríos,Minería y energía,2019,249.04874984521692,1.550073716682309
Entre Ríos,Hotelería y gastronomía,2019,206.08776790000263,1.282685548713078
Entre Ríos,Comercio,2020,3452.5847120073554,23.03703925146454
Entre Ríos,"Agro, pesca y silvicultura",2020,3018.7271701941395,20.14216655347245
Entre Ríos,"Administración pública, salud y educación",2020,2402.764050942712,16.032211913894752
Entre Ríos,Industria manufacturera,2020,2255.472813557636,15.049425306158204
Entre Ríos,Servicios financieros e inmobiliarios,2020,1391.7687222374277,9.28644287036279
Entre Ríos,Transporte y comunicaciones,2020,973.1941071966357,6.493544030596149
Entre Ríos,Resto / no clasificado,2020,433.885286457378,2.8950578214604166
Entre Ríos,Otros servicios,2020,389.11874508048504,2.5963573819707806
Entre Ríos,Construcción,2020,306.4827400235717,2.0449765902237425
Entre Ríos,Minería y energía,2020,254.53439002690914,1.6983562238182668
Entre Ríos,Hotelería y gastronomía,2020,108.56987698290237,0.7244220565779039
Entre Ríos,Comercio,2021,3765.795962055722,23.55674167079127
Entre Ríos,"Agro, pesca y silvicultura",2021,2881.4040446095164,18.024473819602854
Entre Ríos,"Administración pública, salud y educación",2021,2542.1423075611483,15.902239588391453
Entre Ríos,Industria manufacturera,2021,2501.262376191056,15.646517294218285
Entre Ríos,Servicios financieros e inmobiliarios,2021,1403.8704755294714,8.781839075860507
Entre Ríos,Transporte y comunicaciones,2021,1027.9365550683083,6.430203899971397
Entre Ríos,Otros servicios,2021,513.656039737399,3.2131487626138577
Entre Ríos,Resto / no clasificado,2021,498.68984147164633,3.1195284842205155
Entre Ríos,Construcción,2021,416.0152280687277,2.602361720463634
Entre Ríos,Minería y energía,2021,269.17955500254976,1.6838387698498964
Entre Ríos,Hotelería y gastronomía,2021,166.11230345998206,1.0391069140163318
Entre Ríos,Comercio,2022,3958.165500721188,23.513308782112077
Entre Ríos,"Agro, pesca y silvicultura",2022,3001.8709129157205,17.83248267071385
Entre Ríos,"Administración pública, salud y educación",2022,2792.8512982817506,16.590810805423953
Entre Ríos,Industria manufacturera,2022,2570.559621899015,15.270296838656204
Entre Ríos,Servicios financieros e inmobiliarios,2022,1420.6988242820707,8.439599136428575
Entre Ríos,Transporte y comunicaciones,2022,1105.9209822626692,6.569675153760211
Entre Ríos,Otros servicios,2022,564.6458288897887,3.3542538139949363
Entre Ríos,Resto / no clasificado,2022,515.2928040832223,3.0610743318847025
Entre Ríos,Construcción,2022,434.33959030673424,2.5801753113449912
Entre Ríos,Minería y energía,2022,275.69636415854626,1.6377621752764964
Entre Ríos,Hotelería y gastronomía,2022,193.6822597496627,1.1505609804039991
Entre Ríos,Comercio,2023,3919.437997634424,24.279644412459664
Entre Ríos,"Administración pública, salud y educación",2023,2848.6172635054136,17.64625802649485
Entre Ríos,Industria manufacturera,2023,2477.6628233274637,15.348315845452664
Entre Ríos,"Agro, pesca y silvicultura",2023,2330.537733727125,14.436923737246474
Entre Ríos,Servicios financieros e inmobiliarios,2023,1434.5320453550444,8.886459737472702
Entre Ríos,Transporte y comunicaciones,2023,1140.0159571534741,7.062028301231444
Entre Ríos,Otros servicios,2023,564.3929677964943,3.4962309839477705
Entre Ríos,Resto / no clasificado,2023,519.0606763970741,3.215412173637663
Entre Ríos,Construcción,2023,424.4448624740601,2.6292979605201885
Entre Ríos,Minería y energía,2023,273.90645482369456,1.696761456466608
Entre Ríos,Hotelería y gastronomía,2023,210.2882514339226,1.3026673650699694
Entre Ríos,Comercio,2024,3697.615056457231,22.807655068778445
Entre Ríos,"Agro, pesca y silvicultura",2024,3100.127375071222,19.12222737097128
Entre Ríos,"Administración pública, salud y educación",2024,2758.19608497812,17.01312439443322
Entre Ríos,Industria manufacturera,2024,2310.7119512421864,14.252949629032152
Entre Ríos,Servicios financieros e inmobiliarios,2024,1434.582585807242,8.848802345617093
Entre Ríos,Transporte y comunicaciones,2024,1162.3432259966626,7.169573621182518
Entre Ríos,Otros servicios,2024,534.3752815998505,3.296137351757809
Entre Ríos,Resto / no clasificado,2024,478.8382598847672,2.9535735057422903
Entre Ríos,Minería y energía,2024,270.69994826616033,1.6697333153728104
Entre Ríos,Construcción,2024,251.61776056398787,1.5520304316427154
Entre Ríos,Hotelería y gastronomía,2024,213.05915411106162,1.3141929654696627
Formosa,"Administración pública, salud y educación",2004,656.4037512672738,29.000675771501644
Formosa,Comercio,2004,401.5197043440722,17.739604228450403
Formosa,"Agro, pesca y silvicultura",2004,275.73529901697356,12.18230394038881
Formosa,Industria manufacturera,2004,178.59952409811905,7.890733228313101
Formosa,Servicios financieros e inmobiliarios,2004,169.92263671936274,7.507378323513531
Formosa,Transporte y comunicaciones,2004,161.31768362024133,7.127201558260727
Formosa,Construcción,2004,156.21933154113538,6.901950475631083
Formosa,Minería y energía,2004,86.7871833941163,3.8343579875578664
Formosa,Resto / no clasificado,2004,77.97877463223013,3.445192316165624
Formosa,Otros servicios,2004,74.4665559527412,3.2900184388594353
Formosa,Hotelería y gastronomía,2004,24.45802368228413,1.0805837313577737
Formosa,"Administración pública, salud y educación",2005,658.535058695881,25.749103608237384
Formosa,Comercio,2005,446.1126016525105,17.443262054474236
Formosa,Construcción,2005,302.2474273031912,11.818050107104717
Formosa,"Agro, pesca y silvicultura",2005,285.14964066344777,11.149516710370854
Formosa,Transporte y comunicaciones,2005,202.19266069565174,7.905850569881113
Formosa,Industria manufacturera,2005,193.2964548187837,7.558003748639251
Formosa,Servicios financieros e inmobiliarios,2005,176.46309205822203,6.899809479293727
Formosa,Resto / no clasificado,2005,106.97164375259044,4.182653454447191
Formosa,Otros servicios,2005,83.40461884361972,3.261169080751547
Formosa,Minería y energía,2005,80.93372733247573,3.1645557863110714
Formosa,Hotelería y gastronomía,2005,22.19980806934236,0.8680254004889113
Formosa,"Administración pública, salud y educación",2006,669.364530416426,24.475400747894867
Formosa,Comercio,2006,497.3051794961488,18.184028297107
Formosa,"Agro, pesca y silvicultura",2006,352.18528155984814,12.877700433760454
Formosa,Construcción,2006,269.2431052889234,9.844909016099756
Formosa,Transporte y comunicaciones,2006,238.15594470866571,8.708202963207153
Formosa,Industria manufacturera,2006,212.16808132530886,7.757953372758293
Formosa,Servicios financieros e inmobiliarios,2006,185.16649598031103,6.770636907489117
Formosa,Resto / no clasificado,2006,116.37591524745592,4.255300413531794
Formosa,Otros servicios,2006,88.66580784407071,3.2420767474329506
Formosa,Minería y energía,2006,81.85299566618306,2.992965387782325
Formosa,Hotelería y gastronomía,2006,24.362711816833567,0.8908257129362865
Formosa,"Administración pública, salud y educación",2007,708.5378244617568,23.925404822337313
Formosa,Comercio,2007,540.8062878184461,18.261564760287783
Formosa,"Agro, pesca y silvicultura",2007,370.9289814244274,12.525267860834816
Formosa,Construcción,2007,368.14478877840014,12.431253210014756
Formosa,Transporte y comunicaciones,2007,250.3152121328946,8.4524672878518885
Formosa,Industria manufacturera,2007,224.10713715038452,7.567491522377327
Formosa,Servicios financieros e inmobiliarios,2007,192.0128604478854,6.483754654595124
Formosa,Resto / no clasificado,2007,132.37016018820756,4.469782077345459
Formosa,Minería y energía,2007,76.66926690074398,2.5889136538696316
Formosa,Otros servicios,2007,72.45076603325435,2.446466296066621
Formosa,Hotelería y gastronomía,2007,25.10221463795913,0.8476338544192848
Formosa,"Administración pública, salud y educación",2008,710.4499949105233,24.096392450712372
Formosa,Comercio,2008,564.7996434221317,19.15635718406352
Formosa,"Agro, pesca y silvicultura",2008,331.89875910841175,11.257038230238823
Formosa,Construcción,2008,323.01220364984704,10.9556321785834
Formosa,Transporte y comunicaciones,2008,281.1840957748368,9.536944712825985
Formosa,Industria manufacturera,2008,231.7746868841662,7.861121620537465
Formosa,Servicios financieros e inmobiliarios,2008,198.83525254202,6.74391204534028
Formosa,Resto / no clasificado,2008,117.22605169030986,3.975965890932207
Formosa,Otros servicios,2008,85.21868271126228,2.8903692553364495
Formosa,Minería y energía,2008,78.4440604532473,2.660593820324982
Formosa,Hotelería y gastronomía,2008,25.52320242174694,0.8656726111045215
Formosa,"Administración pública, salud y educación",2009,728.4549894181757,24.723720755763413
Formosa,Comercio,2009,549.9896975339435,18.666618937206668
Formosa,"Agro, pesca y silvicultura",2009,317.67507533876824,10.781873921976931
Formosa,Transporte y comunicaciones,2009,295.09373254775585,10.015464436744251
Formosa,Construcción,2009,288.259420417765,9.78350827320067
Formosa,Industria manufacturera,2009,225.3560163523064,7.648570330166591
Formosa,Servicios financieros e inmobiliarios,2009,201.67428654124421,6.844813772290882
Formosa,Resto / no clasificado,2009,120.10379790962388,4.07631604472348
Formosa,Otros servicios,2009,104.12090794331843,3.5338576716774743
Formosa,Minería y energía,2009,87.63784002648484,2.974423287544051
Formosa,Hotelería y gastronomía,2009,28.015149322272723,0.9508325687055873
Formosa,"Administración pública, salud y educación",2010,762.7978107129151,24.60396324007357
Formosa,Comercio,2010,573.291375866177,18.49145309486374
Formosa,Construcción,2010,360.1150224900169,11.61547221440213
Formosa,"Agro, pesca y silvicultura",2010,318.7214250986717,10.280326079623356
Formosa,Transporte y comunicaciones,2010,316.0585968238387,10.194436833392576
Formosa,Industria manufacturera,2010,232.56531538072244,7.501369812789015
Formosa,Servicios financieros e inmobiliarios,2010,206.34734214918285,6.655711840835543
Formosa,Otros servicios,2010,112.21625850961829,3.619523628061843
Formosa,Resto / no clasificado,2010,100.98509045460992,3.257263482466703
Formosa,Minería y energía,2010,85.80551156999809,2.7676477604082823
Formosa,Hotelería y gastronomía,2010,31.4008777635266,1.0128320130832427
Formosa,"Administración pública, salud y educación",2011,807.7997960870381,23.952130722432297
Formosa,Comercio,2011,652.4171225334546,19.344867726100162
Formosa,Construcción,2011,448.1526623978575,13.288207307498467
Formosa,"Agro, pesca y silvicultura",2011,333.380324734935,9.885084345178162
Formosa,Transporte y comunicaciones,2011,324.23143693160335,9.61381000506103
Formosa,Industria manufacturera,2011,254.51187592757762,7.546550212265678
Formosa,Servicios financieros e inmobiliarios,2011,213.5430327173662,6.331780051551147
Formosa,Otros servicios,2011,117.46658807533262,3.483010377976524
Formosa,Resto / no clasificado,2011,103.85676122421744,3.07946440850904
Formosa,Minería y energía,2011,81.56988723462933,2.4186346809220907
Formosa,Hotelería y gastronomía,2011,35.629744749459306,1.0564601625054046
Formosa,"Administración pública, salud y educación",2012,849.4004245081404,25.164152225496203
Formosa,Comercio,2012,624.1631345796637,18.491321264880067
Formosa,Construcción,2012,387.05021152458033,11.466665380294616
Formosa,"Agro, pesca y silvicultura",2012,371.50693140494786,11.006183544250735
Formosa,Transporte y comunicaciones,2012,325.6215281860185,9.64679256890711
Formosa,Industria manufacturera,2012,237.29662963938864,7.030098335894512
Formosa,Servicios financieros e inmobiliarios,2012,221.5188226027954,6.562668456420121
Formosa,Otros servicios,2012,122.1742736238183,3.619508456555669
Formosa,Minería y energía,2012,104.67316917552435,3.1010245427923824
Formosa,Resto / no clasificado,2012,91.67194978211184,2.7158532449061634
Formosa,Hotelería y gastronomía,2012,40.36119484459304,1.1957319796024166
Formosa,"Administración pública, salud y educación",2013,869.1248931007598,25.11847550682078
Formosa,Comercio,2013,633.8144622092587,18.317796638033187
Formosa,"Agro, pesca y silvicultura",2013,409.867866668971,11.845542627627717
Formosa,Construcción,2013,390.4578110744631,11.284574911817334
Formosa,Transporte y comunicaciones,2013,334.78849477923666,9.67568260077753
Formosa,Industria manufacturera,2013,240.12816796738002,6.939915716908499
Formosa,Servicios financieros e inmobiliarios,2013,228.91868567836292,6.61595179807943
Formosa,Otros servicios,2013,123.6219638118143,3.572783721605071
Formosa,Minería y energía,2013,103.56054105298958,2.992990920593795
Formosa,Resto / no clasificado,2013,85.83377636583207,2.4806717957543682
Formosa,Hotelería y gastronomía,2013,39.98541579786117,1.1556137619822853
Formosa,"Administración pública, salud y educación",2014,880.3934605468146,25.75512072502078
Formosa,Comercio,2014,580.1077622398828,16.970532062709893
Formosa,"Agro, pesca y silvicultura",2014,403.59703551260446,11.806869132616523
Formosa,Construcción,2014,391.3885715531383,11.44972147394602
Formosa,Transporte y comunicaciones,2014,340.87508988053196,9.97199489257062
Formosa,Servicios financieros e inmobiliarios,2014,234.03362126207253,6.84644359531559
Formosa,Industria manufacturera,2014,227.3607464026609,6.651234628769703
